0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d0dac2b7c 76a6ca1583b4bb45f16cbbcfaf1646b524eb0b1751d475118d057c9ffdef3204
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d0eac2b7c 8881849513bd35ea773ddb8190deb2277439214cd0be5390630661729c76b3ef
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d0fac2b7c 94f0362b7d67971195aabfc16685f6acfd2baaa9b0d540cc04e8440032a00cb6
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d10ac2b7c 734fea27db67e198321cbb33f7b5cf995a8b9d72d891021f0a19d2b9ae0b528c
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d11ac2b7c 97ed0fcdc57c9102cc242a4ea86b920621437458615df25273226c35d7efddd7
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d12ac2b7c 4d0f511f84d592bfba3639c2186d5acb109a675cad402eebf967c5b62982020e
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d13ac2b7c a2b082d13874a90b0b5520ce9b3ee7cf6a459c39d301bd301fff5ac77a9833ab
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d14ac2b7c e6986156a7857c847030cac91d141362407f06916a8e1dd56c538c34f1822290
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d15ac2b7c 61176533d7489c1bc6af29e5d47055003e97d9a1f5d8155c8e0dea0d2f442172
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d16ac2b7c 6dae00197a0d16ebafc56c681d4e80c4d76d573751b9d4481d5440f146cd5ef1
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d17ac2b7c ddca400f443dcc1d2cbc346a9909796e54204bbe284b441aa57270072a0417af
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d18ac2b7c d2dabf8e39e9ea202c3ab7a545c3ececf1279983e18bcb008c050480d9899d87
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d19ac2b7c 8b3dba6b96974eec17872990b1d3e923fcce710c6b16391b33324a8c4a4fe9db
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d1aac2b7c 36e049f4f81b2952e3f5c8ac41182d36c076fa70c1dbd22a65d39fbe2aa3062e
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d1bac2b7c e21115f96ee0eaad062fd170942b91bb1f43b395757eb87e5a7c97e9823d1383
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d1cac2b7c 8cdc343dc1ca87b0fae7d09a6537a536fec9784a3c4541b770bfb5881c5d66d9
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d1dac2b7c 000000000019d6689c085ae165831e934ff763ae46a2a6c172b3f1b60a8ce26f
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d1eac2b7c 9b227a4a5daa0cbae6874144bc5d7797d0513e320aceadeb3b06304971a41b1c
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d1fac2b7c 8fef4789791f62e71dca8230ff21a311153284c8de8ff4fc15ca44948944539d
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d20ac2b7c 8fdcfc731d141c45314b554c999726b2306ff3f62279d5f3943a4ce1a792dc6c
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d21ac2b7c e429cce84b5a4f3b0e40ec9bd9f3deb0a3dd47b99c5ba4c1b0c7bc253f466ca4
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d22ac2b7c 97ee1ee288310d7a689e4851fbb419d2ff406e2c6d23d43050d72dff6200ae8b
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d23ac2b7c 02fbc5c471ad6d2ec1d09cd0a2ebf3266c4c480bc82fd09078348d19cef71812
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d24ac2b7c c1cc2031437dbf060dedb2bf1acc45437c800577c7a0bf1ef1b9f4fa9a739c6a
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d25ac2b7c e067154a856d588a21f439ce7f3b1c8ecf0b9c1c354ade4ee2e7c6dc40905364
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d26ac2b7c bb274fb2fc4b1c51058d1adef67ec169664030c81cd8812205ecd342eaf6d95f
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d27ac2b7c 1f7036e8898076ff7bc2c853a45ec32bf32fa2eb04ca0fa61cb9055b1047ec04
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d28ac2b7c 694d3dee387f939c9d6852325130c6405462b486adf930ea2715da93093fae59
0100000000000000000000000000000000000000000000000000000000000000000000003ba3edfd7a7b12b27ac72c3e67768f617fc81bc3888a51323a9fb8aa4b1e5e4a29ab5f49ffff001d29ac2b7c 8cba54a35847773ceab9d646c7969371b85f9974af6b83b89a92b3d76250dc7e
